Model,Brand,Year,Price,Mileage,Transmission
Perodua AXIA,Perodua,2015,23500,57000,Automatic
BMW Z4,BMW,2019,283800,37000,Automatic
Nissan Navara,Nissan,2019,54800,72000,Automatic
Honda CR-V,Honda,2022,113800,72000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2018,139000,37000,Automatic
Perodua Alza,Perodua,2015,26600,57000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2017,113000,57000,Automatic
Toyota Alphard,Toyota,2016,169800,92000,Automatic
Perodua AXIA,Perodua,2016,20800,72000,Automatic
Honda City,Honda,2011,25800,112000,Automatic
Perodua Myvi,Perodua,2019,39800,42000,Automatic
Honda Civic,Honda,2018,73800,92000,Automatic
Perodua Alza,Perodua,2014,21600,72000,Automatic
Toyota Alphard,Toyota,2006,31800,112000,Automatic
BMW 330e,BMW,2018,70000,92000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,266000,17000,Automatic
Perodua Myvi,Perodua,2015,31800,72000,Automatic
Toyota Hilux,Toyota,2011,39000,82000,Automatic
Toyota Camry,Toyota,2012,38800,82000,Automatic
Mercedes-Benz E350 e,Mercedes-Benz,2017,110800,87000,Automatic
Honda HR-V,Honda,2015,36000,242000,Automatic
Nissan Sentra,Nissan,2004,9500,177000,Automatic
Toyota Harrier,Toyota,2015,88800,107000,Automatic
Toyota Vellfire,Toyota,2019,173800,62000,Automatic
BMW 528i,BMW,2014,62800,92000,Automatic
BMW X1,BMW,2018,76800,62000,Automatic
Mercedes-Benz E300,Mercedes-Benz,2017,226000,37000,Automatic
Isuzu D-Max,Isuzu,2016,51800,127000,Automatic
Toyota Vellfire,Toyota,2023,188800,42000,Automatic
Toyota Hilux,Toyota,2020,93800,122000,Automatic
Ford Ranger,Ford,2019,69800,117000,Automatic
Honda CR-V,Honda,2018,89800,82000,Automatic
Nissan X-Trail,Nissan,2015,41800,132000,Automatic
Honda BR-V,Honda,2017,44888,72000,Automatic
BMW X3,BMW,2016,83000,42000,Automatic
Lexus NX200t,Lexus,2015,118000,117000,Automatic
Volkswagen Tiguan,Volkswagen,2013,23800,112000,Automatic
Volkswagen Tiguan,Volkswagen,2019,69800,82000,Automatic
Volkswagen Tiguan,Volkswagen,2014,31800,127000,Automatic
Perodua Bezza,Perodua,2018,30888,62000,Automatic
Toyota Vios,Toyota,2012,26800,152000,Automatic
Mazda 2,Mazda,2017,40888,72000,Automatic
Honda CR-Z,Honda,2013,36800,127000,Automatic
BMW 530i,BMW,2022,279000,37000,Automatic
BMW 530e,BMW,2018,96000,77000,Automatic
Subaru Forester,Subaru,2016,47800,82000,Automatic
Honda CR-V,Honda,2021,103800,72000,Automatic
Honda HR-V,Honda,2019,79800,107000,Automatic
Honda Civic,Honda,2018,66300,62000,Automatic
Hyundai Tucson,Hyundai,2016,49800,82000,Automatic
Proton X70,Proton,2019,53800,122000,Automatic
Honda CR-V,Honda,2002,13800,187000,Automatic
BMW 320i,BMW,2020,143800,87000,Automatic
Proton X70,Proton,2020,68800,67000,Automatic
Perodua Myvi,Perodua,2016,25800,97000,Automatic
BMW 320i,BMW,2021,152800,57000,Automatic
Toyota Vios,Toyota,2020,57999,67000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2019,158800,87000,Automatic
Land Rover Range Rover Evoque,Land,2012,59800,157000,Automatic
Honda City,Honda,2014,28700,167000,Automatic
Perodua AXIA,Perodua,2018,32400,107000,Automatic
Toyota Vios,Toyota,2010,25800,107000,Automatic
Perodua Myvi,Perodua,2019,46000,98993,Automatic
Perodua Bezza,Perodua,2016,33000,156608,Automatic
Perodua Myvi,Perodua,2016,34000,116618,Automatic
Toyota Harrier,Toyota,2007,24000,202000,Automatic
Volkswagen Polo,Volkswagen,2018,34600,107000,Automatic
Perodua Myvi,Perodua,2016,34800,79174,Automatic
Honda Civic,Honda,2018,82000,107000,Automatic
Ford Ranger,Ford,2021,65000,72000,Automatic
Toyota Vios,Toyota,2016,50300,117000,Automatic
Toyota Hilux,Toyota,2012,45800,157000,Automatic
Isuzu D-Max,Isuzu,2013,46800,127000,Automatic
Land Rover Range Rover Evoque,Land,2012,59800,112000,Automatic
BMW X3,BMW,2021,199800,37000,Automatic
BMW 530i,BMW,2021,268000,27000,Automatic
BMW X1,BMW,2020,125000,72000,Automatic
BMW 530i,BMW,2017,133800,92000,Automatic
BMW X1,BMW,2020,125000,77000,Automatic
BMW X3,BMW,2021,199800,32000,Automatic
Lexus ES250,Lexus,2020,209800,22000,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2016,120000,97000,Automatic
Honda Civic,Honda,2013,29800,122000,Automatic
Honda City,Honda,2015,39800,82000,Automatic
Perodua Myvi,Perodua,2014,19200,57000,Automatic
Ford Ranger,Ford,2023,117000,7000,Automatic
Mazda CX-5,Mazda,2013,35800,137000,Automatic
Suzuki Swift,Suzuki,2012,18800,122000,Automatic
Honda HR-V,Honda,2015,43800,107000,Automatic
BMW X1,BMW,2013,33800,87000,Automatic
Honda HR-V,Honda,2015,41800,102000,Automatic
Honda CR-V,Honda,2015,51800,97000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2019,155800,62000,Automatic
Honda City,Honda,2018,51300,62000,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2016,120000,97000,Automatic
Toyota Vellfire,Toyota,2012,72800,102000,Automatic
BMW 330i,BMW,2020,178000,47000,Automatic
Toyota Vellfire,Toyota,2010,62800,102000,Automatic
Perodua AXIA,Perodua,2016,20800,97000,Automatic
Toyota Vellfire,Toyota,2009,69800,102000,Automatic
Toyota Avanza,Toyota,2018,54800,107000,Automatic
Toyota Vellfire,Toyota,2017,148800,47000,Automatic
Hyundai Grand Starex,Hyundai,2019,113875,72000,Automatic
Toyota Vios,Toyota,2007,20800,137000,Automatic
Perodua Myvi,Perodua,2012,16500,77000,Automatic
Rolls-Royce Ghost,Rolls-Royce,2015,800000,52000,Automatic
Hyundai Grand Starex,Hyundai,2017,80875,107000,Automatic
Honda Civic,Honda,2019,89800,57000,Automatic
Perodua Myvi,Perodua,2019,40800,82000,Automatic
Toyota Alphard,Toyota,2014,105000,72000,Automatic
Toyota Estima,Toyota,2011,57800,102000,Automatic
Mazda CX-5,Mazda,2020,116000,62000,Automatic
Toyota Avanza,Toyota,2013,28800,132000,Automatic
Toyota Estima,Toyota,2014,78800,117000,Automatic
Honda CR-V,Honda,2023,142000,32000,Automatic
Hyundai Grand Starex,Hyundai,2016,87875,87000,Automatic
Kia Cerato,Kia,2016,34800,92000,Automatic
BMW 320i,BMW,2014,52800,122000,Automatic
BMW 320i,BMW,2015,74800,132000,Automatic
Honda CR-V,Honda,2016,59000,153117,Automatic
Perodua Aruz,Perodua,2019,54000,72000,Automatic
BMW X3,BMW,2018,133000,72000,Automatic
Mazda 6,Mazda,2014,38800,201368,Automatic
Kia Optima K5,Kia,2012,19800,152000,Automatic
Hyundai Grand Starex,Hyundai,2015,63875,92000,Automatic
Toyota Alphard,Toyota,2004,29800,239015,Automatic
Audi Q5,Audi,2012,23800,117000,Automatic
Kia Sportage,Kia,2014,23800,112000,Automatic
Hyundai Grand Starex,Hyundai,2015,62875,122000,Automatic
Volvo XC90,Volvo,2024,360800,7000,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2019,260000,92000,Automatic
Toyota Land Cruiser,Toyota,2014,139800,82000,Automatic
Porsche Macan,Porsche,2020,350000,22000,Automatic
BMW X5,BMW,2021,265000,62000,Automatic
Volkswagen Golf,Volkswagen,2023,129800,27000,Automatic
Proton Iriz,Proton,2016,17800,77000,Automatic
BMW 323i,BMW,2011,21800,87000,Automatic
Perodua Bezza,Perodua,2023,38888,17000,Automatic
BMW 530i,BMW,2022,258900,42000,Automatic
Perodua Bezza,Perodua,2023,38888,17000,Automatic
BMW 330i,BMW,2024,258800,7000,Automatic
Land Rover Range Rover Sport,Land,2015,228000,92000,Automatic
Toyota Vios,Toyota,2020,60800,82000,Automatic
BMW X4,BMW,2023,318000,27000,Automatic
Rolls-Royce Ghost,Rolls-Royce,2018,1630000,17000,Automatic
Mercedes-Benz A180,Mercedes-Benz,2017,99800,107000,Automatic
BMW X4,BMW,2014,75800,132000,Automatic
Proton Saga,Proton,2023,37500,4346,Automatic
Toyota Corolla Altis,Toyota,2021,106900,14873,Automatic
Toyota Yaris,Toyota,2022,74400,30367,Automatic
MINI Countryman,MINI,2022,202000,41000,Automatic
Perodua Aruz,Perodua,2023,66500,22000,Automatic
Perodua Myvi,Perodua,2018,43000,116720,Automatic
Proton Suprima S,Proton,2014,22900,75901,Automatic
Toyota Wish,Toyota,2009,43000,135142,Automatic
Proton X70,Proton,2020,71900,50509,Automatic
Renault Captur,Renault,2019,42000,53483,Automatic
Honda Civic,Honda,2007,29800,167000,Automatic
Perodua Myvi,Perodua,2012,14500,202000,Automatic
Toyota Prius,Toyota,2012,28000,97000,Automatic
Perodua Bezza,Perodua,2017,35000,78419,Automatic
Perodua Myvi,Perodua,2017,36600,118395,Automatic
Perodua Myvi,Perodua,2019,45800,69260,Automatic
Suzuki Jimny,Suzuki,1996,38500,47000,Manual
Honda Jazz,Honda,2017,52800,115774,Automatic
Perodua Myvi,Perodua,2019,44800,99007,Automatic
Perodua Myvi,Perodua,2020,38800,64186,Automatic
Honda Civic,Honda,2016,75300,122867,Automatic
BMW 530e,BMW,2018,96000,78000,Automatic
BMW X4,BMW,2019,203000,62000,Automatic
BMW X3,BMW,2024,313000,7000,Automatic
BMW 330i,BMW,2019,165000,52000,Automatic
Volvo S60,Volvo,2023,230888,7000,Automatic
Mazda 2,Mazda,2015,37800,142000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2019,169800,87000,Automatic
BMW X5,BMW,2021,275000,42000,Automatic
Toyota Sienta,Toyota,2016,52800,67000,Automatic
Proton Persona,Proton,2017,30800,87000,Automatic
Honda City,Honda,2018,55800,112000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2021,209800,72000,Automatic
Perodua Alza,Perodua,2015,35800,102000,Automatic
Nissan Almera,Nissan,2015,35800,82000,Automatic
Perodua Bezza,Perodua,2017,34800,92000,Automatic
Honda CR-V,Honda,2016,66800,97000,Automatic
Proton Iriz,Proton,2016,21800,87000,Automatic
Nissan Grand Livina,Nissan,2015,39800,97000,Automatic
Toyota Alphard,Toyota,2006,26500,102000,Automatic
Honda Accord,Honda,2004,8900,192000,Automatic
Toyota Alphard,Toyota,2004,29900,157000,Automatic
Proton Exora,Proton,2015,30800,97000,Automatic
Honda BR-V,Honda,2017,52800,92000,Automatic
Honda City,Honda,2013,33800,102000,Automatic
BMW 325i,BMW,2006,22800,157000,Automatic
Hyundai Grand Starex,Hyundai,2020,139000,47000,Automatic
Hyundai Grand Starex,Hyundai,2011,190000,7000,Automatic
Hyundai Grand Starex,Hyundai,2021,175800,22000,Automatic
BMW X1,BMW,2018,82000,67000,Automatic
Proton Perdana,Proton,2019,49000,57000,Automatic
Hyundai Tucson,Hyundai,2019,65000,72000,Automatic
Hyundai Grand Starex,Hyundai,2019,159800,72000,Automatic
Nissan X-Trail,Nissan,2015,52800,92000,Automatic
Volvo XC90,Volvo,2022,299000,17000,Automatic
BMW X4,BMW,2016,109000,57000,Automatic
Volkswagen Golf,Volkswagen,2012,25000,97000,Automatic
Mitsubishi ASX,Mitsubishi,2017,47000,72000,Automatic
Honda Civic,Honda,2019,82800,97000,Automatic
BMW X3,BMW,2018,140800,62000,Automatic
Mercedes-Benz B200,Mercedes-Benz,2016,59000,62000,Automatic
BMW X3,BMW,2015,68000,87000,Automatic
Volkswagen Tiguan,Volkswagen,2012,23800,137000,Automatic
Hyundai Grand Starex,Hyundai,2018,109000,72000,Automatic
Mitsubishi Outlander,Mitsubishi,2020,89800,37000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2017,109000,52000,Automatic
BMW X5,BMW,2020,255000,22000,Automatic
BMW X1,BMW,2019,100000,62000,Automatic
Hyundai Grand Starex,Hyundai,2020,145800,72000,Automatic
Volvo XC60,Volvo,2020,169000,47000,Automatic
BMW X3,BMW,2018,140000,62000,Automatic
Mercedes-Benz CLA200,Mercedes-Benz,2017,108000,62000,Automatic
BMW X1,BMW,2019,110000,42000,Automatic
Toyota Alphard,Toyota,2017,159800,102000,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2015,95800,87000,Automatic
Mercedes-Benz CLA200,Mercedes-Benz,2017,122000,52000,Automatic
BMW X5,BMW,2018,110000,62000,Automatic
BMW 330e,BMW,2019,92800,57000,Automatic
BMW 320i,BMW,2016,76800,87000,Automatic
BMW 520i,BMW,2016,64800,82000,Automatic
BMW 320i,BMW,2017,86800,77000,Automatic
BMW 530e,BMW,2019,109800,57000,Automatic
Toyota Vios,Toyota,2017,56800,42000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2014,72800,92000,Automatic
Mercedes-Benz C180,Mercedes-Benz,2016,87800,87000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2015,96800,87000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2019,166800,72000,Automatic
Perodua Myvi,Perodua,2014,19800,102000,Manual
Mercedes-Benz C180,Mercedes-Benz,2017,94800,77000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2015,88600,97000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2020,176800,47000,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2018,159800,67000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2018,109800,67000,Automatic
Honda City,Honda,2015,46800,97000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2020,148800,47000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2015,83800,97000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2018,134800,67000,Automatic
Perodua AXIA,Perodua,2018,33800,62000,Automatic
Honda BR-V,Honda,2017,55800,92000,Automatic
Honda Accord,Honda,2015,58800,97000,Automatic
Ford Ranger,Ford,2024,116000,12000,Automatic
Ford Ranger,Ford,2015,52800,102000,Automatic
Honda City,Honda,2017,57800,52000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2018,138800,72000,Automatic
Toyota Land Cruiser,Toyota,2009,89800,162000,Automatic
Volvo XC60,Volvo,2021,216500,52000,Automatic
Mazda CX-5,Mazda,2016,45800,157000,Automatic
Honda CR-V,Honda,2018,76500,62000,Automatic
BMW 730Li,BMW,2012,43900,97000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2020,303888,7000,Automatic
BMW X3,BMW,2024,290000,14000,Automatic
Hyundai Grand Starex,Hyundai,2014,59875,92000,Automatic
Honda Civic,Honda,2017,82800,137000,Automatic
Mazda CX-5,Mazda,2021,105800,62000,Automatic
Hyundai Grand Starex,Hyundai,2012,44875,122000,Automatic
Mercedes-Benz E250,Mercedes-Benz,2014,78800,92000,Automatic
BMW 330e,BMW,2019,92800,57000,Automatic
Perodua Alza,Perodua,2022,72988,12000,Automatic
Proton Persona,Proton,2022,49988,2000,Automatic
BMW 520i,BMW,2019,139800,77000,Automatic
Honda City,Honda,2014,35800,122000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2019,168800,77000,Automatic
BMW 330i,BMW,2020,170800,72000,Automatic
Mercedes-Benz C43 AMG,Mercedes-Benz,2019,177800,72000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,248800,47000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2014,88800,87000,Automatic
Toyota Vellfire,Toyota,2015,160800,67000,Automatic
Mercedes-Benz C250,Mercedes-Benz,2016,109800,82000,Automatic
Mercedes-Benz A45 AMG,Mercedes-Benz,2014,119800,97000,Automatic
Mercedes-Benz C43 AMG,Mercedes-Benz,2019,188800,57000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2016,139800,72000,Automatic
Mercedes-Benz A45 AMG,Mercedes-Benz,2015,129800,77000,Automatic
BMW X3,BMW,2020,188000,52000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2019,145800,72000,Automatic
Hyundai Grand Starex,Hyundai,2009,31875,102000,Automatic
Ford MUSTANG,Ford,2016,167800,82000,Automatic
Toyota Harrier,Toyota,2014,81000,92000,Automatic
Proton Saga,Proton,2009,6800,137000,Automatic
Perodua Myvi,Perodua,2013,21800,92000,Automatic
Perodua AXIA,Perodua,2015,18800,72000,Automatic
Honda City,Honda,2019,54800,77000,Automatic
Perodua Myvi,Perodua,2013,21800,92000,Automatic
Perodua Myvi,Perodua,2014,19800,92000,Automatic
Honda City,Honda,2018,52800,72000,Automatic
Honda Jazz,Honda,2019,54800,72000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2022,220000,22000,Automatic
Mercedes-Benz CLA180,Mercedes-Benz,2018,125800,62000,Automatic
BMW X3,BMW,2016,68800,102000,Automatic
Kia Cerato,Kia,2018,43500,72000,Automatic
Toyota Vellfire,Toyota,2016,145777,72000,Automatic
Honda CR-V,Honda,2016,49800,87000,Automatic
Mercedes-Benz A180,Mercedes-Benz,2018,135800,62000,Automatic
Perodua AXIA,Perodua,2022,19700,82000,Manual
Perodua Myvi,Perodua,2022,38800,27000,Automatic
Honda Insight,Honda,2012,14800,92000,Automatic
Perodua Bezza,Perodua,2022,40700,42000,Automatic
Honda HR-V,Honda,2016,38800,72000,Automatic
Kia Cerato,Kia,2017,37700,72000,Automatic
Nissan Teana,Nissan,2014,22800,97000,Automatic
Porsche Macan,Porsche,2016,178000,102000,Automatic
Honda CR-V,Honda,2008,19800,112000,Automatic
Proton Saga,Proton,2017,22500,133062,Automatic
Toyota Vios,Toyota,2017,49000,109516,Automatic
Honda Jazz,Honda,2016,50000,91313,Automatic
Perodua Myvi,Perodua,2016,34200,119761,Automatic
Proton X70,Proton,2020,71900,65226,Automatic
Honda HR-V,Honda,2023,116000,18881,Automatic
Proton Saga,Proton,2019,27800,81180,Automatic
Toyota Vios,Toyota,2015,36900,92739,Automatic
Perodua Myvi,Perodua,2017,39100,79269,Automatic
Toyota Camry,Toyota,2018,97600,78725,Automatic
Ford MUSTANG,Ford,2016,155000,77000,Automatic
Perodua AXIA,Perodua,2019,28800,105864,Automatic
Perodua Myvi,Perodua,2019,44800,93277,Automatic
Perodua Bezza,Perodua,2016,32800,124713,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2017,139800,117000,Automatic
Toyota Camry,Toyota,2015,53800,82000,Automatic
MINI Countryman,MINI,2013,48800,72000,Automatic
Mercedes-Benz E350 e,Mercedes-Benz,2018,122800,92000,Automatic
Mercedes-Benz E300,Mercedes-Benz,2018,171800,72000,Automatic
Hyundai Grand Starex,Hyundai,2019,99800,92000,Automatic
Ford Ranger,Ford,2020,86700,62000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2016,99800,62000,Automatic
Perodua AXIA,Perodua,2023,39000,32000,Automatic
Nissan Grand Livina,Nissan,2014,22700,102000,Automatic
Toyota Camry,Toyota,2021,156800,52000,Automatic
Toyota Vellfire,Toyota,2016,145777,72000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2017,108500,77000,Automatic
Toyota Corolla Altis,Toyota,2015,39700,82000,Automatic
Toyota Vellfire,Toyota,2010,72800,97000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2016,121700,97000,Automatic
Mazda CX-5,Mazda,2015,39800,77000,Automatic
Toyota Prius C,Toyota,2013,16800,92000,Automatic
Subaru XV,Subaru,2020,64800,87000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2017,149800,57000,Automatic
Mercedes-Benz B200,Mercedes-Benz,2016,53800,87000,Automatic
Toyota Camry,Toyota,2013,53800,92000,Automatic
Toyota Alphard,Toyota,2015,129800,72000,Automatic
BMW X5,BMW,2017,85800,72000,Automatic
Honda City,Honda,2018,51800,62000,Automatic
BMW 316i,BMW,2015,44800,87000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2015,83800,67000,Automatic
Honda City,Honda,2014,35800,92000,Automatic
Toyota Camry,Toyota,2011,33800,112000,Automatic
Toyota Vios,Toyota,2020,59800,57000,Automatic
Toyota Estima,Toyota,2015,86800,92000,Automatic
Mitsubishi Triton,Mitsubishi,2019,75800,77000,Automatic
Honda CR-Z,Honda,2013,33800,127000,Automatic
Hyundai Tucson,Hyundai,2011,20800,122000,Automatic
BMW 318i,BMW,2016,54800,67000,Automatic
BMW 330e,BMW,2018,90000,57000,Automatic
BMW 530i,BMW,2022,258000,87000,Automatic
Honda City,Honda,2017,55000,72000,Automatic
Toyota Hilux,Toyota,2013,45800,157000,Manual
Audi S5,Audi,2013,76888,57000,Automatic
BMW X1,BMW,2019,107999,67000,Automatic
Perodua Aruz,Perodua,2019,54100,87000,Automatic
Toyota Vios,Toyota,2017,45000,92000,Automatic
Honda Jazz,Honda,2015,43600,97000,Automatic
Toyota Corolla,Toyota,1996,8300,282000,Automatic
BMW 530e,BMW,2018,96000,77000,Automatic
Mitsubishi Triton,Mitsubishi,2013,46800,127000,Automatic
Proton Ertiga,Proton,2018,34800,67000,Automatic
Isuzu D-Max,Isuzu,2013,46800,137000,Automatic
Audi A6,Audi,2013,42000,102000,Automatic
Honda CR-V,Honda,2015,51000,92000,Automatic
Nissan Teana,Nissan,2017,48800,87000,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2014,83000,102000,Automatic
Lexus NX200t,Lexus,2015,115000,147000,Automatic
Toyota Vios,Toyota,2009,22800,122000,Automatic
Perodua Myvi,Perodua,2010,15800,167000,Automatic
Proton Inspira,Proton,2014,34999,137000,Automatic
Nissan Serena,Nissan,2016,47800,72000,Automatic
Subaru Forester,Subaru,2020,138000,2000,Automatic
BMW 630i,BMW,2020,176800,57000,Automatic
Ford Ranger,Ford,2017,49800,122000,Automatic
Perodua Bezza,Perodua,2017,28800,72000,Automatic
Honda City,Honda,2017,45000,92000,Automatic
Perodua AXIA,Perodua,2017,22800,82000,Automatic
Toyota Estima,Toyota,2013,83888,182000,Automatic
BMW X5,BMW,2020,248000,52000,Automatic
BMW 530e,BMW,2019,138000,52000,Automatic
MINI Countryman,MINI,2021,185000,52000,Automatic
BMW 530e,BMW,2018,99000,67000,Automatic
BMW X5,BMW,2021,265000,62000,Automatic
BMW X4,BMW,2019,195000,72000,Automatic
BMW X3,BMW,2024,288000,12000,Automatic
BMW X3,BMW,2020,155000,62000,Automatic
BMW 320i,BMW,2024,238000,7000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,247000,57000,Automatic
BMW 530i,BMW,2018,165000,62000,Automatic
BMW X5,BMW,2017,99000,77000,Automatic
Subaru WRX STi,Subaru,2017,188000,2000,Manual
BMW X3,BMW,2024,288000,12000,Automatic
Toyota Estima,Toyota,2008,42800,127000,Automatic
MINI Countryman,MINI,2017,118000,32000,Automatic
BMW 318i,BMW,2017,65000,67000,Automatic
Honda City,Honda,2009,21800,117000,Automatic
Proton X70,Proton,2021,62800,37000,Automatic
Mazda CX-5,Mazda,2015,43801,127000,Automatic
Proton Persona,Proton,2017,26800,92000,Automatic
Toyota Camry,Toyota,2017,82800,87000,Automatic
Nissan Serena,Nissan,2017,56800,82000,Automatic
Mercedes-Benz C250,Mercedes-Benz,2017,121700,87000,Automatic
Proton Persona,Proton,2021,31800,67000,Automatic
Lamborghini Huracan,Lamborghini,2016,1080000,32000,Automatic
BMW 330e,BMW,2018,71800,77000,Automatic
Toyota Vios,Toyota,2007,20800,147000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2019,156800,62000,Automatic
Perodua Myvi,Perodua,2016,24800,97000,Automatic
Nissan Teana,Nissan,2014,33800,87000,Automatic
Toyota Alphard,Toyota,2004,37300,112000,Automatic
BMW 530e,BMW,2022,222800,2000,Automatic
Perodua Myvi,Perodua,2011,13800,117000,Automatic
Honda Civic,Honda,2019,238800,22000,Manual
Perodua Bezza,Perodua,2019,35500,82000,Automatic
Mazda CX-5,Mazda,2017,77800,92000,Automatic
Honda HR-V,Honda,2016,49999,112000,Automatic
Toyota Fortuner,Toyota,2012,47800,107000,Automatic
BMW 530e,BMW,2018,111999,62000,Automatic
Porsche Panamera,Porsche,2010,82800,77000,Automatic
Perodua Bezza,Perodua,2017,26850,87000,Automatic
MINI Countryman,MINI,2012,42500,112000,Automatic
Nissan Teana,Nissan,2015,48850,122000,Automatic
Toyota Camry,Toyota,2014,55850,127000,Automatic
BMW X5,BMW,2017,89000,137000,Automatic
Mazda CX-3,Mazda,2016,48800,72000,Automatic
BMW 318i,BMW,2017,65000,147000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2018,123800,77000,Automatic
Mazda CX-5,Mazda,2021,112800,62000,Automatic
Proton X70,Proton,2020,56800,47000,Automatic
Toyota Vios,Toyota,2017,51800,87000,Automatic
Proton Inspira,Proton,2011,22800,107000,Automatic
Honda City,Honda,2014,35800,117000,Automatic
Toyota Vios,Toyota,2014,42800,117000,Automatic
Honda Civic,Honda,2011,29800,157000,Automatic
Toyota Vios,Toyota,2013,33800,132000,Automatic
Perodua Myvi,Perodua,2019,43800,122000,Automatic
BMW 320i,BMW,2012,31800,142000,Automatic
Honda HR-V,Honda,2015,48800,107000,Automatic
BMW 525i,BMW,2006,19800,262000,Automatic
BMW 328i,BMW,2013,53800,157000,Automatic
Mitsubishi Triton,Mitsubishi,2011,29800,132000,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2015,118800,82000,Automatic
Honda City,Honda,2022,73999,22000,Automatic
Honda Odyssey,Honda,2019,137800,62000,Automatic
Toyota Vellfire,Toyota,2017,159800,77000,Automatic
Honda Civic,Honda,2012,33800,108833,Automatic
Honda City,Honda,2016,42100,137000,Automatic
Proton Persona,Proton,2017,27800,91009,Automatic
Perodua AXIA,Perodua,2018,28400,97392,Automatic
Perodua Myvi,Perodua,2017,41000,130678,Automatic
Perodua Myvi,Perodua,2018,43000,74167,Automatic
Perodua Myvi,Perodua,2015,25900,160625,Automatic
Perodua Myvi,Perodua,2018,41400,67854,Automatic
Toyota Corolla Altis,Toyota,2015,51900,129418,Automatic
Proton Saga,Proton,2019,27800,51160,Automatic
BMW 630i,BMW,2019,181200,55536,Automatic
Honda City,Honda,2018,51200,86511,Automatic
Proton Saga,Proton,2017,24000,100892,Automatic
Honda HR-V,Honda,2019,69900,91791,Automatic
Toyota Yaris,Toyota,2019,62900,84466,Automatic
Volkswagen Golf,Volkswagen,2015,125800,117000,Automatic
Mercedes-Benz GLC250,Mercedes-Benz,2016,128800,142000,Automatic
Toyota Vios,Toyota,2014,28777,107000,Automatic
Honda Accord,Honda,2014,39777,87000,Automatic
Perodua Aruz,Perodua,2020,49777,87000,Automatic
Perodua Myvi,Perodua,2008,12900,117000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2022,156800,57000,Automatic
Mercedes-Benz E300,Mercedes-Benz,2019,206800,82000,Automatic
Mercedes-Benz A45 AMG,Mercedes-Benz,2019,309999,27000,Automatic
BMW X3,BMW,2019,159999,87000,Automatic
Mazda CX-5,Mazda,2013,36999,92000,Automatic
Honda Accord,Honda,2017,72999,77000,Automatic
BMW X1,BMW,2019,89999,77000,Automatic
BMW X5,BMW,2022,309999,32000,Automatic
Mazda CX-5,Mazda,2018,82999,92000,Automatic
BMW 528i,BMW,2015,79999,112000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2016,139999,27000,Automatic
BMW 530e,BMW,2022,221999,37000,Automatic
Toyota Hilux,Toyota,2012,47800,102000,Automatic
Isuzu D-Max,Isuzu,2016,49800,112000,Manual
BMW 320i,BMW,2020,139000,32000,Automatic
Perodua Myvi,Perodua,2009,9000,202000,Manual
Perodua AXIA,Perodua,2018,23913,67000,Automatic
Perodua Myvi,Perodua,2017,31913,72000,Automatic
Toyota Estima,Toyota,2012,65800,132000,Automatic
Nissan Almera,Nissan,2015,22913,97000,Automatic
Perodua Myvi,Perodua,2016,28913,62000,Automatic
